Product_Id,Rating,Review_Text,Helpfulness,B_Helpfulness
8129135728,1,"Chetan! Chetan! Who are you?Where are you headed, do you have a clue?I bought your book and read it through,Trust me dear, there is nothing new!A horny hero and a pretty heroine,A prestigious college, stereotypic routine!The story line is an absolute miss,Front page ad in TOI, for a book like this?The back cover talks about Hindi and English,All that is just plain marketing rubbish.This book breaks no language differences,Hasnt even escaped Bhagats prejudiced preferences.I loved you once when you wrote good fun.Best of all, Five Point Someone.Since then you are stooping to your lowest low,Half Girlfriend, your final blow?Same story twice, can be an honest mistake.But three and four times? Give me a break!Name your leads and share your location,I can write your next story to Bhagats perfection.Simple English is my style,Says Chetan Bhagat all the time.I am happy with that, totally fine.But excuse me mister, where is the storyline?Your sexist one-liners are witty no more,Dont you remember, youve told them before?You claim that your writing is for the rich to the slums,They have better IQs than that, dont underestimate them.You are an author who could have been!Youve let it go for the silver screen.Are you trying to increase you reader hood?Or simply selling out to Bollywood?There have been authors just like you,Whove written good books and screenplays too.But youve got too carried away and lost the act,And quoting your Alma matter to hide that fact.Chetan O Chetan, Where are you?I am not an elitist, I used to really like you.Give us simple but also different and new.Slow your star-chase and get real dude!",1532,1
8129135728,1,"[...]The story starts with Chetan and another person(the hero, probably played by Arjun Kapoor/Ranveer Singh in the future) and goes to a flashback as in most of his books. The hero, Mr. Madhav Jha, is a Bihari who is a state level basketball player, not to mention a Prince in his little village. He gets admitted to a famous high-class English medium college in Delhi where he meets the heroine, Ms. Riya Somani (probably Deepika Padukone/ Anushka Sharma) who is tall, fair and also a basketball player with great eyebrows! The hero's antennae pick up the heroine's great legs in her shorts and the love story begins. What is it with Chetan Bhagat and girls wearing shorts? I just don't get it.. Anyway, this heroine is not falling for college love and she agrees to be his ""Half-girlfriend"". Madhav has no other go but to accept it. They go out together, play basketball, she hosts her birthday party and they do other boring stuffs. He doesn't give up trying to get words out of her mouth. This goes on for a while, long enough to bore the readers, and then one day, oops! Madhav makes a mistake and Riya doesn't talk to him anymore. Same campus, not talking, showing faces, ignoring when the other person walks by, not wishing for birthdays... So childish. Kids in 3rd grade behave more matured than this!On college day, Riya and Madhav make small talk again and Madhav tries to apologize. Riya is so generous out of the blue and says everything is fine and that she has to give him something. Now any dumbo would have taken the clue that she was going to give her wedding invitation to him. But our hero is not that sharp you see. He gets shocked, disappointed, heartbroken, lonely and miserable while Riya is off to London.Next comes part II- In his village (yeah that was just the first part of the story). Here is where he actually emerges as a hero. He is crowned the Prince of Dumraon. He helps his mom run a school for the under privileged children. But they need funds to improve the infrastructure of the school. I know this part should move me but Chetan's way of mixing politics with his usual love story is not so successful. Not that I do not appreciate people digging into the darkness of India and trying to uplift the country by creating awareness but I feel Chetan Bhagat is overrated when it comes to motivating the youth. Because clearly he is doing it the wrong way. Dominating love story with a glimpse of a poor Bihar? We all know what the youth would concentrate on. And even if they do want to be motivated, the passion to take an initiative stays only for so long as the commercial mix up masala. This part was more of a complaint journal than an inspiring novel. I did not even enjoy his subtle sarcasm as there was hardly any. Chetan is losing it.Madhav is informed by his local MLA that Bill Gates is visiting the village. Madhav decides to ask for funding for his school from Gates foundation. But he is supposed to make a convincing speech in English, his biggest fear and enemy. This is when Riya makes her entry again! They meet ""accidentally"", become friends again and she helps him with his English classes. And oh with a kiss too! She goes to his house to visit the school and to have his mother's famous litti-choka. The mother character is typical of Chetan. She is charming and caring until the guy brings the girl home. The minute the girl sets foot in her house, the mother character starts PMSing. After the speech for Mr. Bill Gates, Riya vanishes with a note saying she is suffering from cancer (apparently there is no other fatal incurable disease for heroes and heroines). Madhav is heartbroken again. He gets her journal from her landlord and gives it to Chetan Bhagat (I have no idea why). Chetan reveals the fact that she is still alive and it is the noble strategy of Madhav's mother to send Riya away for good.Part III- With just a hunch that Riya might be in New York, he goes all the way across the globe to find her. Only after reaching there he realizes that people don't call it The Big apple for no reason. Dumb but apparently a very romantic move. After searching for two months and two weeks he gives up because he has only two more weeks in New York and he decides to go sight seeing. But that's not the reason. The hero has to give up, especially in the last few days, only then when the mission actually succeeds it will seem triumphant and lets admit it, its a happy moment for all of us. So yeah, he stumbles upon a local singer who gives information that ""Ray"" is singing in a local bar. And get this, he literally runs to the local bar from his place and finds his Riya with beautiful eyebrows again. Now that's her third entry in one bloody book! Ugh! They kiss and hug and all is well in the world again. The Prince and the Princess get back to Dumraon, Mother-Villain turns soft on getting a grandson (she has to otherwise the story won't end), the school is flourishing, Madhav and Riya visit the Big Apple for three months a year (Only limited period offer allotted for Heroine's dreams because they are not so important except for their shorts). Grandson plays basketball and Chetan inaugurates the school function. Happy ending!P.S: Bought this from Flipkart. Loved the bookmark that it came with.",4,1
8129135728,1,the last 20 pages are missing i hate it,142,1
8129135728,1,"I couldn't understand, how such a lame book got overall 4 star rating. This book is much worst than his last one Revolution 20-20. After reading that one I though this was Chetan's worst one. But Chetan Bhagath made me wrong with this one. From start to end I have never felt like I was reading a novel, instead I was reading the screenplay of a traditional Bollywood masala movie. A very humble request to Chetan, please don't write novels for some producers/directors in Bollywood and spend some time to think about common readers like us.",3,1
8129135728,5,"chetan bhaghat, novels are easy to understand, because he wrote it in simple english.",5,1
8129135728,4,"05-Nov-14: Just finished reading ""Half Girlfriend"" by Chetan Bhagat. A phenomenal and spell-binding narrative that doesn't let you put the book down, especially as you approach the last part of the book. A beautiful love story that will touch your heart and inspire you to chase your dreams. Kudos Chetan, for having written a series of blockbuster novels.",2,1
8129135728,1,"Seriously ??? What was that ??? So disappointing..  Half girlfriend will leave you with full madness.. Anyways.. what else can u expect.. after few pages I just kept passing by until it said  "" the end "" which is the best part of the book :)  . SAD !!!",69,1
8129135728,5,Typical Chetan Bhagat literature!! Bet you wouldn't even do anything else until you finish it!!,3,1
8129135728,2,I have seen many of writing that it is  not a book for the youth.Many of them were not satisfied with this book nor they liked it.Disappointment from Chetan Bhagat,7,1
8129135728,5,"I got it on 10th October, four days before the estimated delivery. I was too happy, But I was more than happy when I started reading it. I made it in one shot. I think most of you usually place your self in the shoes of the characters. You Dream the same as the characters do. Yes, I too do that. But this time I couldn't put myself in the shoes of Madhav, neither Rohan. How can I imagine myself as Madhav who born to a Royal family in Bihar. He was so called prince in the village but not outside it. He is now a common man living with his mother in their very old Haveli. He played basket ball for the state team and now got admission in St. Stephen's college in Delhi through the sports quota. He finds his love in the basket ball court,........and story moves on. Rohan, a boy from Punjab lives in London like Royal with his million dollars property. he can come to St Stephen's college to take Riya(female character of the story loved by both Madhav and Rohan, PLEASE DO NOT RELATE IT WITH 'REVOLUTION 2020' both the stories got unmatchable emotions YOU SHOULD READ IT.) out for a long drive in his Bantley....... So story goes on and at the end Riya finds her real love. If you want to know who the person is Madhav or Rohan? Then read the book. I am sure you'll love it.",5,1
